DateTime,Water_Temp_C,DO_pctsat,DO_mg_l,Conductivity_uS_cm,TDS_mg_l,Salinity_ppt,pH_SU
2024-08-14 15:56:43,26.904,108.4,8.65,375.6,244,0.18,6.98
2024-08-14 15:56:53,27.249,109.8,8.71,376,244,0.18,6.98
2024-08-14 15:57:03,27.246,110.2,8.73,376,244,0.18,6.99
2024-08-14 15:57:13,27.388,110.7,8.75,376,244,0.18,6.99
2024-08-14 15:57:23,27.386,110.3,8.72,375.9,244,0.18,7
2024-08-14 15:57:33,27.242,110.1,8.73,375.7,244,0.18,7
2024-08-14 15:57:43,27.185,109.4,8.68,375.5,244,0.18,7
2024-08-14 15:57:53,27.4,110.1,8.7,376,244,0.18,6.99
2024-08-14 15:58:03,27.163,109.7,8.71,375.6,244,0.18,6.99
2024-08-14 15:58:13,27.149,109.6,8.71,375.2,244,0.18,6.99
2024-08-14 15:58:23,27.556,111.1,8.76,375.8,244,0.18,6.99
2024-08-14 15:58:33,27.929,112.9,8.84,376.2,245,0.18,6.99
2024-08-14 15:58:43,27.908,113.5,8.89,376.3,245,0.18,7.01
2024-08-14 15:58:53,27.781,113.6,8.92,376.2,245,0.18,7.02
2024-08-14 15:59:03,27.452,113,8.92,375.9,244,0.18,7.03
2024-08-14 15:59:13,27.377,112.6,8.9,375.6,244,0.18,7.02
2024-08-14 15:59:23,27.182,111.8,8.87,375.5,244,0.18,7.02
2024-08-14 15:59:33,26.896,110.9,8.84,375.4,244,0.18,7.01
2024-08-14 15:59:43,26.849,110.3,8.81,375.2,244,0.18,7.01
2024-08-14 15:59:53,26.966,110.4,8.79,375.4,244,0.18,7
2024-08-14 16:00:03,27.034,110.6,8.8,375.4,244,0.18,7
2024-08-14 16:00:13,26.977,110.2,8.78,375.1,244,0.18,7
2024-08-14 16:00:23,26.967,110,8.76,375.1,244,0.18,7
2024-08-14 16:00:33,26.989,109.8,8.75,375,244,0.18,6.99
2024-08-14 16:00:43,26.982,110,8.76,375.1,244,0.18,6.99
2024-08-14 16:00:53,27.064,110.6,8.79,375.1,244,0.18,6.99
2024-08-14 16:01:03,27.006,110.4,8.79,374.9,244,0.18,6.99
2024-08-14 16:01:13,27.021,110.7,8.81,375,244,0.18,6.99
2024-08-14 16:01:23,26.956,110.5,8.8,374.9,244,0.18,6.99
2024-08-14 16:01:33,26.812,109.7,8.76,374.7,244,0.18,6.99
2024-08-14 16:01:43,26.754,109.1,8.72,374.5,243,0.18,6.99
2024-08-14 16:01:53,26.711,108.6,8.69,374.7,244,0.18,6.98
2024-08-14 16:02:03,26.839,109.2,8.72,374.8,244,0.18,6.98
2024-08-14 16:02:13,26.86,108.8,8.69,374.7,244,0.18,6.98
2024-08-14 16:02:23,26.733,102.2,8.17,374.2,243,0.18,6.98
2024-08-14 16:02:33,26.535,101.4,8.14,373.9,243,0.18,6.97
2024-08-14 16:02:43,26.678,103,8.25,374.3,243,0.18,6.95
2024-08-14 16:02:53,26.617,103.9,8.33,374.2,243,0.18,6.95
2024-08-14 16:03:03,26.496,103.8,8.34,373.9,243,0.18,6.95
2024-08-14 16:03:13,26.509,103.1,8.28,374,243,0.18,6.94
2024-08-14 16:03:23,26.715,104.2,8.34,374.3,243,0.18,6.94
2024-08-14 16:03:33,26.682,104.3,8.35,374.1,243,0.18,6.94
2024-08-14 16:03:43,26.698,104.4,8.35,374,243,0.18,6.94
2024-08-14 16:03:53,26.564,103.5,8.31,373.9,243,0.18,6.94
2024-08-14 16:04:03,26.58,103.3,8.29,373.9,243,0.18,6.94
2024-08-14 16:04:13,26.523,102.1,8.2,373.5,243,0.18,6.93
2024-08-14 16:04:23,26.483,100.9,8.11,373.1,243,0.18,6.92
2024-08-14 16:04:33,26.418,100.3,8.07,372.8,242,0.18,6.92
2024-08-14 16:04:43,26.46,100.1,8.05,373.4,243,0.18,6.91
2024-08-14 16:04:53,26.281,98.9,7.97,373.4,243,0.18,6.91
2024-08-14 16:05:03,25.897,92.1,7.48,372.9,242,0.18,6.9
2024-08-14 16:05:13,25.412,88.3,7.24,372.1,242,0.18,6.88
2024-08-14 16:05:23,25.733,89.1,7.26,372.6,242,0.18,6.86
2024-08-14 16:05:33,25.908,90.5,7.35,372.7,242,0.18,6.85
2024-08-14 16:05:43,26.043,91.6,7.42,373,242,0.18,6.85
2024-08-14 16:05:53,26.013,91.2,7.39,372.9,242,0.18,6.85
2024-08-14 16:06:03,25.957,90.7,7.35,372.9,242,0.18,6.85
2024-08-14 16:06:13,25.933,90.3,7.33,372.9,242,0.18,6.84
2024-08-14 16:06:23,25.918,89.9,7.3,372.9,242,0.18,6.84
2024-08-14 16:06:33,26.009,90.4,7.33,373,242,0.18,6.84
2024-08-14 16:06:43,26.02,90.6,7.34,373,242,0.18,6.84
2024-08-14 16:06:53,25.953,90.3,7.33,372.2,242,0.18,6.84
2024-08-14 16:07:03,25.907,89.8,7.29,371.9,242,0.18,6.83
2024-08-14 16:07:13,25.908,89.4,7.26,372.1,242,0.18,6.83
2024-08-14 16:07:23,25.617,84,6.86,372.1,242,0.18,6.83
2024-08-14 16:07:33,25.029,81.6,6.73,372.3,242,0.18,6.82
2024-08-14 16:07:43,25.278,84.8,6.97,372.3,242,0.18,6.8
2024-08-14 16:07:53,25.725,85.4,6.95,374.3,243,0.18,6.79
2024-08-14 16:08:03,25.563,85.3,6.97,375.5,244,0.18,6.8
2024-08-14 16:08:13,25.429,84.4,6.91,374.4,243,0.18,6.8
2024-08-14 16:08:23,25.334,82.9,6.8,373.9,243,0.18,6.79
2024-08-14 16:08:33,25.429,82.9,6.79,374,243,0.18,6.79
2024-08-14 16:08:43,25.35,82.5,6.76,373.6,243,0.18,6.78
2024-08-14 16:08:53,25.354,82,6.73,373.5,243,0.18,6.78
2024-08-14 16:09:03,25.381,82,6.72,373.7,243,0.18,6.78
2024-08-14 16:09:13,25.386,81.9,6.71,373.7,243,0.18,6.77
2024-08-14 16:09:23,25.402,81.8,6.7,373.8,243,0.18,6.77
2024-08-14 16:09:33,25.409,81.5,6.68,373.6,243,0.18,6.77
2024-08-14 16:09:43,25.47,81.8,6.69,373.5,243,0.18,6.77
2024-08-14 16:09:53,25.498,81.8,6.69,373.5,243,0.18,6.77
2024-08-14 16:10:03,25.441,81.5,6.67,373.6,243,0.18,6.77
2024-08-14 16:10:13,25.44,81.5,6.67,373.4,243,0.18,6.77
2024-08-14 16:10:23,25.462,81.9,6.7,373.4,243,0.18,6.77
2024-08-14 16:10:33,25.44,81.7,6.69,373.3,243,0.18,6.77
2024-08-14 16:10:43,25.48,81.5,6.67,373.5,243,0.18,6.77
2024-08-14 16:10:53,25.519,81.8,6.69,373.5,243,0.18,6.77
2024-08-14 16:11:03,25.5,81.8,6.69,373.4,243,0.18,6.77
2024-08-14 16:11:13,25.734,83.4,6.8,373.3,243,0.18,6.77
2024-08-14 16:11:23,25.645,83.5,6.81,373.4,243,0.18,6.77
2024-08-14 16:11:33,25.561,81.8,6.69,373.2,243,0.18,6.77
2024-08-14 16:11:43,25.556,81.4,6.65,373.3,243,0.18,6.76
2024-08-14 16:11:53,25.532,80.8,6.6,373.3,243,0.18,6.76
2024-08-14 16:12:03,25.504,80.3,6.57,373.2,243,0.18,6.76
2024-08-14 16:12:13,25.548,80.2,6.56,373.4,243,0.18,6.76
2024-08-14 16:12:23,25.6,80.4,6.57,373.4,243,0.18,6.76
2024-08-14 16:12:33,25.553,80.2,6.55,373.3,243,0.18,6.76
2024-08-14 16:12:43,25.512,79.6,6.51,373.3,243,0.18,6.75
2024-08-14 16:12:53,25.546,79.9,6.53,373.4,243,0.18,6.75
2024-08-14 16:13:03,25.527,79.7,6.52,373.4,243,0.18,6.75
2024-08-14 16:13:13,25.522,79.2,6.48,373.3,243,0.18,6.75
2024-08-14 16:13:23,25.532,79.2,6.47,373.3,243,0.18,6.75
2024-08-14 16:13:33,25.496,78.9,6.46,373.2,243,0.18,6.75
2024-08-14 16:13:43,25.481,78.2,6.4,373.2,243,0.18,6.75
2024-08-14 16:13:53,25.484,77.9,6.38,373.2,243,0.18,6.74
2024-08-14 16:14:03,25.531,78.2,6.39,373.3,243,0.18,6.74
2024-08-14 16:14:13,25.591,78.9,6.44,373.5,243,0.18,6.74
2024-08-14 16:14:23,25.613,79,6.45,373.5,243,0.18,6.75
2024-08-14 16:14:33,25.612,79,6.45,373.5,243,0.18,6.75
2024-08-14 16:14:43,25.529,78.5,6.42,373.6,243,0.18,6.75
2024-08-14 16:14:53,25.468,77.6,6.36,373.8,243,0.18,6.74
2024-08-14 16:15:03,25.467,77.2,6.32,373.8,243,0.18,6.74
2024-08-14 16:15:13,25.459,77,6.3,373.9,243,0.18,6.75
2024-08-14 16:15:23,25.469,76.8,6.29,373.8,243,0.18,6.75
2024-08-14 16:15:33,25.497,77,6.3,373.6,243,0.18,6.75
2024-08-14 16:15:43,25.557,77.6,6.35,373.4,243,0.18,6.75
2024-08-14 16:15:53,25.576,78,6.37,373.2,243,0.18,6.74
2024-08-14 16:16:03,25.574,78,6.37,373.2,243,0.18,6.74
2024-08-14 16:16:13,25.555,77.9,6.37,373.2,243,0.18,6.74
2024-08-14 16:16:23,25.563,78.2,6.39,373.2,243,0.18,6.74
2024-08-14 16:16:33,25.566,78.3,6.39,373.4,243,0.18,6.74
2024-08-14 16:16:43,25.543,77.9,6.37,373.3,243,0.18,6.74
2024-08-14 16:16:53,25.556,78.2,6.39,373.3,243,0.18,6.74
2024-08-14 16:17:03,25.565,78.4,6.41,373,242,0.18,6.74
2024-08-14 16:17:13,25.562,78.4,6.41,372.9,242,0.18,6.74
2024-08-14 16:17:23,25.582,78.4,6.41,372.6,242,0.18,6.74
2024-08-14 16:17:33,25.567,78.2,6.39,373.1,243,0.18,6.74
2024-08-14 16:17:43,25.538,77.8,6.36,373.2,243,0.18,6.74
2024-08-14 16:17:53,25.531,77.7,6.35,373.2,243,0.18,6.74
2024-08-14 16:18:03,25.54,77.7,6.35,373.2,243,0.18,6.74
2024-08-14 16:18:13,25.547,77.6,6.35,373.2,243,0.18,6.74
2024-08-14 16:18:23,25.557,77.7,6.35,373.2,243,0.18,6.73
2024-08-14 16:18:33,25.58,77.9,6.36,373.1,243,0.18,6.73
2024-08-14 16:18:43,25.588,78,6.37,373.3,243,0.18,6.73
2024-08-14 16:18:53,25.574,77.9,6.37,373.5,243,0.18,6.73
2024-08-14 16:19:03,25.604,78,6.37,373.2,243,0.18,6.73
2024-08-14 16:19:13,25.625,78.2,6.38,373.2,243,0.18,6.74
2024-08-14 16:19:23,25.767,79,6.43,373.2,243,0.18,6.74
2024-08-14 16:19:33,25.999,81.9,6.64,373.3,243,0.18,6.74
2024-08-14 16:19:43,25.846,81.4,6.62,373.3,243,0.18,6.75
2024-08-14 16:19:53,25.78,80.4,6.54,373.2,243,0.18,6.75
2024-08-14 16:20:03,25.832,80.7,6.56,373.3,243,0.18,6.75
2024-08-14 16:20:13,25.836,81.3,6.61,373.2,243,0.18,6.75
2024-08-14 16:20:23,25.854,81.4,6.62,373.2,243,0.18,6.75
2024-08-14 16:20:33,25.883,81.5,6.62,373.3,243,0.18,6.75
2024-08-14 16:20:43,25.839,81.1,6.6,373.2,243,0.18,6.75
2024-08-14 16:20:53,25.725,80.5,6.56,373.2,243,0.18,6.75
2024-08-14 16:21:03,25.581,79.2,6.47,373,242,0.18,6.75
2024-08-14 16:21:13,25.511,78.4,6.41,372.9,242,0.18,6.75
2024-08-14 16:21:23,25.506,77.9,6.37,372.9,242,0.18,6.74
2024-08-14 16:21:33,25.493,77.7,6.35,372.9,242,0.18,6.74
2024-08-14 16:21:43,25.493,77.5,6.34,372.9,242,0.18,6.74
2024-08-14 16:21:53,25.49,77.5,6.34,372.9,242,0.18,6.73
2024-08-14 16:22:03,25.478,77.5,6.34,373,242,0.18,6.73
2024-08-14 16:22:13,25.473,77.5,6.34,372.9,242,0.18,6.73
2024-08-14 16:22:23,25.475,77.5,6.34,373,242,0.18,6.73
2024-08-14 16:22:33,25.468,77.5,6.34,372.9,242,0.18,6.73
2024-08-14 16:22:43,25.469,77.6,6.35,372.9,242,0.18,6.73
2024-08-14 16:22:53,25.468,77.5,6.35,372.9,242,0.18,6.73
2024-08-14 16:23:03,25.46,77.6,6.35,372.8,242,0.18,6.73
2024-08-14 16:23:13,25.459,77.8,6.37,372.8,242,0.18,6.73
2024-08-14 16:23:23,25.466,78,6.38,372.7,242,0.18,6.73
2024-08-14 16:23:33,25.468,77.9,6.37,372.9,242,0.18,6.73
2024-08-14 16:23:43,25.468,77.9,6.38,372.9,242,0.18,6.73
2024-08-14 16:23:53,25.479,78.2,6.4,372.9,242,0.18,6.74
2024-08-14 16:24:03,25.482,78.8,6.45,372.8,242,0.18,6.74
2024-08-14 16:24:13,25.479,79,6.46,372.9,242,0.18,6.74
2024-08-14 16:24:23,25.48,79.1,6.47,372.9,242,0.18,6.74
2024-08-14 16:24:33,25.491,78.8,6.45,372.7,242,0.18,6.74
2024-08-14 16:24:43,25.534,79.4,6.49,372.3,242,0.18,6.74
2024-08-14 16:24:53,25.522,79.8,6.53,372.6,242,0.18,6.74
2024-08-14 16:25:03,25.503,79.7,6.52,372.5,242,0.18,6.74
2024-08-14 16:25:13,25.501,79.6,6.51,372.8,242,0.18,6.74
2024-08-14 16:25:23,25.485,79.3,6.49,372.9,242,0.18,6.75
2024-08-14 16:25:33,25.483,79.1,6.48,373.1,242,0.18,6.75
2024-08-14 16:25:43,25.495,79.1,6.47,373,242,0.18,6.75
2024-08-14 16:25:53,25.495,79.1,6.47,373,242,0.18,6.75
2024-08-14 16:26:03,25.487,79.2,6.48,373,242,0.18,6.75
2024-08-14 16:26:13,25.458,79.3,6.5,381,248,0.18,6.74
2024-08-14 16:26:23,25.453,79.8,6.53,384,250,0.18,6.75
2024-08-14 16:26:33,25.468,79.9,6.54,381.3,248,0.18,6.75
2024-08-14 16:26:43,25.468,80.1,6.55,385.2,250,0.18,6.76
2024-08-14 16:26:53,25.429,80.3,6.57,395.1,257,0.19,6.76
2024-08-14 16:27:03,25.486,81,6.63,392.3,255,0.19,6.76
2024-08-14 16:27:13,25.376,81.8,6.71,417,271,0.2,6.77
2024-08-14 16:27:23,25.152,82.9,6.82,486.6,316,0.23,6.77
2024-08-14 16:27:33,25.078,84.5,6.96,485.8,316,0.23,6.79
2024-08-14 16:27:43,25.059,85.2,7.02,489.8,318,0.23,6.83
2024-08-14 16:27:53,25.03,85.7,7.07,498.3,324,0.24,6.85
2024-08-14 16:28:03,25.023,86.3,7.12,503.8,327,0.24,6.88
2024-08-14 16:28:13,25.028,86.6,7.14,503.9,328,0.24,6.89
2024-08-14 16:28:23,25.031,86.8,7.16,503.5,327,0.24,6.91
2024-08-14 16:28:33,25.036,86.9,7.17,503.2,327,0.24,6.92
2024-08-14 16:28:43,25.038,87.1,7.18,503,327,0.24,6.93
2024-08-14 16:28:53,25.063,87.5,7.21,503.5,327,0.24,6.93
2024-08-14 16:29:03,25.153,88.9,7.31,461.1,300,0.22,6.92
2024-08-14 16:29:13,25.12,89.7,7.39,504.3,328,0.24,6.93
2024-08-14 16:29:23,24.84,97.8,8.11,55.6,36,0.02,6.95
2024-08-14 16:29:33,25.02,104.6,8.64,73.8,48,0.03,6.98
2024-08-14 16:29:43,25.135,105.9,8.73,13.7,9,0,7.02
2024-08-14 16:29:53,25.162,107.4,8.85,12.2,8,0,7.05
2024-08-14 16:30:03,25.198,108.5,8.93,9.4,6,0,7.07
2024-08-14 16:30:13,25.241,109.2,8.99,9.8,6,0,7.1
2024-08-14 16:30:23,25.286,109.8,9.02,11.9,8,0,7.12
2024-08-14 16:30:33,25.327,110.1,9.05,44.9,29,0.02,7.14
2024-08-14 16:30:43,25.36,110.4,9.06,37.4,24,0.02,7.16
2024-08-14 16:30:53,25.401,110.6,9.08,35.5,23,0.02,7.17
